customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
7552-KEYGT,0,27,19.55,520.55,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
5816-JMLGY,0,70,80.4,5717.85,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
3068-OMWZA,1,1,88.8,88.8,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
2927-QRRQV,0,46,94.65,4312.5,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
6032-KRXXO,0,30,90.25,2755.35,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
7459-RRWQZ,0,15,64.65,994.55,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True
6265-SXWBU,0,69,95.75,6511.25,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False
7941-RCJOW,0,65,19.55,1218.65,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
6374-NTQLP,1,72,104.1,7447.7,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False
4154-AQUGT,1,13,89.05,1169.35,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True
2387-KDZQY,0,17,20.1,279.5,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
3584-WKTTW,0,51,111.55,5720.35,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
3399-BMLVW,0,51,60.5,3121.45,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False
1971-DTCZB,0,72,90.95,6468.6,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
3092-IGHWF,0,67,87.4,5918.8,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True
3374-PZLXD,0,34,19.7,675.6,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
3813-DHBBB,0,67,50.95,3521.7,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False
2812-REYAT,0,49,20.05,923.1,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False
6518-PPLMZ,0,53,19.4,1110.35,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
4939-KYYPY,0,27,59.45,1611.65,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False
8017-LXHFA,1,23,94.75,2293.6,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
5930-GBIWP,0,69,81.5,5553.25,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False
6022-KOUQO,0,2,29.05,44.75,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False
6352-TWCAU,0,35,86.45,3029.1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
2361-UPSND,0,46,70.6,3231.05,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False
6035-RIIOM,0,54,97.2,5129.45,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False
2929-QNSRW,0,56,98.25,5508.35,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True
1262-OPMFY,0,9,75.75,655.9,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
9504-DSHWM,0,20,59.2,1191.2,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False
5035-BVCXS,0,11,75.9,866.4,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6267-DCFFZ,1,30,90.05,2627.2,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False
3533-UVMOM,0,68,70.95,4741.45,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False
2439-LYPMQ,1,38,102.6,4009.2,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
4248-QPAVC,1,17,85.35,1463.45,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
1899-VXWXM,0,48,106.1,5082.8,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True
1478-VPOAD,0,1,43.8,43.8,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
9995-HOTOH,0,63,59.0,3707.6,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False
2988-PLAHS,0,3,69.95,220.45,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
1371-OJCEK,0,48,24.35,1133.7,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
4999-IEZLT,0,66,29.45,1983.15,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False
8883-ANODQ,0,68,84.4,5746.75,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
4690-LLKUA,1,17,45.05,770.6,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
2351-RRBUE,0,7,20.65,134.05,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
5980-BDHPY,0,72,87.1,6230.1,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
1498-DQNRX,0,29,19.85,573.05,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
9469-WEJBT,0,37,90.35,3419.3,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False
3331-HQDTW,0,34,109.8,3587.25,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True
9490-DFPMD,1,42,84.65,3541.35,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
2581-VKIRT,0,59,65.5,3801.3,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False
5442-XSDCW,0,11,79.5,868.5,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True
7426-WEIJX,1,60,80.95,4859.1,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
2851-MMUTZ,0,27,56.15,1439.35,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False
3049-NDXFL,0,1,85.8,85.8,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True
8580-AECUZ,1,1,79.1,79.1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
3307-TLCUD,0,17,34.4,592.75,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
6625-FLENO,0,58,20.75,1185.95,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
2967-MXRAV,0,1,18.8,18.8,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
7963-GQRMY,0,3,44.3,134.5,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True
8189-HBVRW,0,53,90.8,4921.2,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
4163-KIUHY,0,35,25.6,901.25,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
1228-FZFRV,0,50,105.95,5341.8,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True
3500-NSDOA,0,68,70.8,4859.95,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False
1171-TYKUR,0,47,25.4,1139.2,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
3761-FLYZI,1,65,108.8,7082.45,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False
2058-DCJBE,0,5,69.75,324.6,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
5364-XYIRR,0,51,94.65,4812.75,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
4829-AUOAX,0,46,96.05,4399.5,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True
1219-NNDDO,0,9,76.85,663.55,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
8388-DMKAE,0,8,20.25,174.65,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
4403-BWPAY,0,14,24.8,321.7,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False
9659-QEQSY,0,45,115.65,5125.5,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
5405-ZMYXQ,0,8,74.6,548.9,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
5047-LHVLY,1,1,50.15,50.15,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
1442-OKRJE,0,66,103.15,7031.3,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
4737-AQCPU,0,72,72.1,5016.65,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False
9158-VCTQB,0,41,113.6,4594.95,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True
2808-CHTDM,0,23,25.1,611.45,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
6311-UEUME,0,29,78.9,2384.15,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
0793-TWELN,0,4,80.15,319.85,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
3283-WCWXT,0,6,25.4,153.3,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
1060-ENTOF,1,67,105.4,7035.6,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False
0999-QXNSA,1,7,45.75,344.2,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
5451-MHQOF,0,56,24.45,1431.65,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
4836-WNFNO,0,72,25.0,1849.2,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
9225-BZLNZ,0,72,85.25,6083.1,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
0354-VXMJC,0,23,19.6,426.65,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
4422-QVIJA,0,35,50.15,1655.35,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
9365-SRSZE,1,27,70.55,1943.9,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
6839-ITVZJ,0,26,60.05,1616.15,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True
8332-OSJDW,0,12,26.4,314.95,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
4735-BJKOU,0,40,20.15,804.85,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
0274-JKUJR,0,7,58.85,465.7,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False
5740-YHGTW,0,70,97.55,6669.05,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False
8917-SZTTJ,0,60,19.65,1161.75,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
1696-MZVAU,0,39,25.25,947.75,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False
7359-WWYJV,0,72,114.45,8375.05,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False
0375-HVGXO,0,1,34.7,34.7,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
4906-ZHGPK,0,54,70.7,3770.0,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False
8593-WHYHV,0,3,85.3,264.8,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
3795-GWTRD,0,63,75.55,4707.85,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False
1298-PHBTI,0,71,84.8,6152.4,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False
6223-DHJGV,0,42,20.65,958.1,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
6961-MJKBO,0,47,20.45,943.0,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
6097-EQISJ,0,66,102.45,6615.15,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True
4423-YLHDV,0,21,104.4,2200.25,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True
8158-WPEZG,0,11,35.65,425.1,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False
0107-YHINA,0,1,99.75,99.75,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
4918-FYJNT,1,55,90.45,5044.8,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False
0727-BNRLG,0,69,97.65,6743.55,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False
4854-CIDCF,1,3,73.85,196.4,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
8640-SDGKB,0,4,74.4,299.7,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True
3280-MRDOF,1,30,69.1,2093.9,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False
6435-SRWBJ,0,5,82.75,417.75,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False
9964-WBQDJ,0,71,24.4,1725.4,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
6303-KFWSL,0,29,55.25,1620.2,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
1702-CCFNJ,0,52,61.35,3169.55,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False
8932-CZHRQ,0,68,76.75,5233.25,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False
0386-CWRGM,0,46,19.4,967.85,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
5515-RUGKN,0,8,54.75,438.05,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False
0404-AHASP,0,72,19.7,1421.9,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
7279-NMVJC,0,17,19.9,323.15,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
2081-VEYEH,0,3,107.95,318.6,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
6407-UTSLV,1,2,83.8,163.7,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False
4116-TZAQJ,0,9,74.25,639.65,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True
9060-HJJRW,0,51,56.4,2928.5,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False
2587-YNLES,0,6,20.1,100.35,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
7398-SKNQZ,0,3,94.9,273.2,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
5935-FCCNB,1,17,94.2,1608.15,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
1958-RNRKS,0,30,49.9,1441.95,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
5136-RGMZO,0,31,71.05,2168.15,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
8345-MVDYC,0,45,81.65,3618.7,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False
8226-BXGES,0,64,89.45,5692.65,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
3877-JRJIP,0,1,59.85,59.85,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
8375-DKEBR,1,1,69.6,69.6,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
9705-IOVQQ,1,61,99.0,5969.3,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1015-OWJKI,0,1,19.05,19.05,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
7511-YMXVQ,0,9,45.4,418.8,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
2040-XBAVJ,0,72,114.45,8100.55,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False
7551-JOHTI,0,1,19.5,19.5,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True
8887-IPQNC,0,7,44.25,313.45,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
8646-JCOMS,0,66,90.55,6130.95,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False
9804-ICWBG,0,1,69.9,69.9,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
1222-KJNZD,0,40,20.4,745.3,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
0106-GHRQR,0,16,71.4,1212.1,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False
5318-IXUZF,0,2,87.15,183.75,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True
3768-VHXQO,0,67,24.85,1583.5,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
8952-WCVCD,0,41,104.45,4162.05,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
2418-TPEUN,0,56,19.8,1119.9,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
